 1 RANKED  8760   HOUR AVERAGE  CONCENTRATION VALUES AT EACH RECEPTOR  

         DSLPM         1     (ug/m**3)    
         (24 hours/day processed)
     RECEPTOR (x,y) km        1 RANK     NLAT_WGS84  ELON_WGS84
 
     536.004  5052.004     7.6888E-01      45.620647 -122.538170
     539.977  5051.993     4.8452E-01      45.620335 -122.487213
     541.990  5052.006     4.7823E-01      45.620327 -122.461388
     544.003  5051.985     2.9310E-01      45.620014 -122.435570
     545.963  5051.981     2.6149E-01      45.619854 -122.410431
     547.994  5052.014     2.2997E-01      45.620014 -122.384384
     549.990  5051.977     1.9078E-01      45.619541 -122.358788
     551.985  5051.993     1.7968E-01      45.619537 -122.333191
     553.998  5051.993     1.2674E-01      45.619385 -122.307373
     555.976  5051.992     1.0346E-01      45.619221 -122.282005
     557.972  5051.993     8.8771E-02      45.619064 -122.256409
     560.002  5052.012     7.3832E-02      45.619064 -122.230370
     559.986  5049.996     8.4029E-02      45.600918 -122.230820
     557.990  5049.977     1.0647E-01      45.600918 -122.256416
     555.994  5050.012     1.7880E-01      45.601398 -122.282005
     553.980  5049.994     2.5011E-01      45.601395 -122.307831
     552.002  5050.013     4.2674E-01      45.601715 -122.333183
     549.988  5050.032     2.9745E-01      45.602036 -122.359009
     547.992  5049.999     4.9632E-01      45.601879 -122.384605
     545.960  5050.036     4.1274E-01      45.602348 -122.410652
     543.982  5050.004     4.4641E-01      45.602188 -122.436020
     541.986  5050.008     3.7476E-01      45.602345 -122.461617
     539.990  5049.978     5.2650E-01      45.602196 -122.487213
     537.994  5050.001     5.2045E-01      45.602512 -122.512802
     533.966  5050.030     6.7489E-01      45.602982 -122.564453
     531.988  5049.985     7.9731E-01      45.602673 -122.589813
     529.992  5050.028     7.8334E-01      45.603146 -122.615410
     527.996  5049.983     7.6854E-01      45.602825 -122.641006
     525.982  5050.010     1.0454E+00      45.603146 -122.666832
     523.987  5049.967     8.4072E-01      45.602829 -122.692413
     521.991  5049.995     8.6926E-01      45.603153 -122.718002
     517.963  5049.999     8.9638E-01      45.603302 -122.769653
     516.003  5050.029     3.4101E-01      45.603619 -122.794792
     514.007  5050.007     2.5205E-01      45.603462 -122.820381
     511.940  5050.003     2.7148E-01      45.603466 -122.846893
     509.927  5049.981     2.3670E-01      45.603302 -122.872704
     507.984  5049.996     2.0892E-01      45.603462 -122.897621
     505.988  5050.012     1.8799E-01      45.603626 -122.923210
     503.974  5050.010     1.8245E-01      45.603619 -122.949043
     501.996  5049.992     2.1108E-01      45.603470 -122.974403
     499.965  5050.027     3.3683E-01      45.603786 -123.000450
     497.969  5050.009     1.8155E-01      45.603619 -123.026047
     496.008  5049.993     1.3391E-01      45.603470 -123.051193
     493.977  5049.994     1.1998E-01      45.603466 -123.077232
     491.981  5050.014     1.2425E-01      45.603626 -123.102829
     489.985  5049.964     1.0396E-01      45.603146 -123.128426
     487.989  5050.003     7.3018E-02      45.603466 -123.154022
     485.993  5049.989     5.9803E-02      45.603302 -123.179611
     483.962  5049.994     4.8119E-02      45.603306 -123.205658
     483.957  5047.979     5.1463E-02      45.585167 -123.205658
     485.989  5048.009     6.7467E-02      45.585480 -123.179611
     489.982  5047.966     1.1295E-01      45.585163 -123.128418
     492.014  5047.945     1.4102E-01      45.584999 -123.102371
     494.010  5047.996     1.4593E-01      45.585480 -123.076782
     497.986  5048.011     1.7566E-01      45.585640 -123.025818
     499.982  5048.011     2.7182E-01      45.585644 -123.000229
     501.996  5048.011     2.4194E-01      45.585640 -122.974411
     505.990  5047.996     2.8545E-01      45.585480 -122.923210
     508.004  5047.981     3.0987E-01      45.585323 -122.897392
     510.000  5048.001     3.5118E-01      45.585480 -122.871811
     511.997  5048.005     3.4614E-01      45.585484 -122.846207
     513.993  5048.009     3.3092E-01      45.585480 -122.820625
     515.990  5047.996     4.0675E-01      45.585323 -122.795021
     516.997  5047.981     4.2188E-01      45.585163 -122.782112
     517.987  5047.984     5.0719E-01      45.585163 -122.769424
     519.012  5047.969     8.2052E-01      45.585003 -122.756287
     521.008  5047.993     1.6501E+00      45.585163 -122.730698
     521.997  5048.014     1.3335E+00      45.585320 -122.718018
     521.994  5049.093     3.3603E+00      45.595028 -122.718010
     523.107  5049.115     1.1803E+00      45.595196 -122.703735
     524.008  5049.065     1.1397E+00      45.594711 -122.692184
     525.121  5049.052     1.0199E+00      45.594555 -122.677917
     525.090  5047.991     1.7030E+00      45.585011 -122.678368
     525.987  5048.949     9.7455E-01      45.593601 -122.666824
     525.973  5047.994     1.0587E+00      45.585003 -122.667053
     527.188  5048.919     8.3594E-01      45.593281 -122.651428
     527.157  5047.999     1.2710E+00      45.585003 -122.651871
     527.983  5048.905     7.1639E-01      45.593121 -122.641235
     527.987  5048.021     8.8582E-01      45.585167 -122.641235
     529.065  5047.990     9.8595E-01      45.584846 -122.627419
     529.966  5047.977     8.5535E-01      45.584690 -122.615868
     531.981  5048.022     7.5585E-01      45.585003 -122.590034
     533.995  5047.997     6.2763E-01      45.584682 -122.564217
     535.992  5047.991     6.0206E-01      45.584530 -122.538620
     538.006  5048.003     5.8880E-01      45.584530 -122.512802
     539.950  5047.979     4.7392E-01      45.584206 -122.487885
     541.982  5047.993     3.7295E-01      45.584213 -122.461838
     543.978  5048.006     8.1028E-01      45.584202 -122.436249
     545.975  5048.038     6.5861E-01      45.584366 -122.410652
     549.951  5047.998     9.8803E-01      45.583729 -122.359688
     552.019  5047.980     1.0469E+00      45.583416 -122.333183
     553.980  5047.961     5.9289E-01      45.583096 -122.308052
     555.977  5047.996     2.9667E-01      45.583252 -122.282455
     557.991  5047.997     1.2787E-01      45.583096 -122.256638
     559.970  5047.998     9.9751E-02      45.582939 -122.231270
     560.007  5046.018     1.1375E-01      45.565113 -122.231041
     558.027  5046.017     1.4919E-01      45.565273 -122.256409
     555.959  5045.998     2.3545E-01      45.565269 -122.282913
     553.997  5045.998     4.1027E-01      45.565426 -122.308052
     551.999  5046.017     6.5402E-01      45.565750 -122.333649
     550.002  5046.001     4.5664E-01      45.565750 -122.359245
     547.987  5046.002     5.0466E-01      45.565903 -122.385063
     545.990  5046.005     5.3296E-01      45.566063 -122.410652
     543.992  5046.044     4.6617E-01      45.566544 -122.436249
     541.995  5046.012     4.6875E-01      45.566383 -122.461845
     539.980  5045.982     5.3019E-01      45.566227 -122.487663
     539.008  5045.993     5.6529E-01      45.566383 -122.500122
     538.000  5046.005     6.3041E-01      45.566547 -122.513039
     537.046  5045.981     8.2150E-01      45.566383 -122.525261
     535.985  5046.010     9.3683E-01      45.566696 -122.538857
     535.979  5047.142     6.0239E-01      45.576889 -122.538849
     534.996  5045.987     1.1712E+00      45.566540 -122.551529
     535.025  5047.101     6.2981E-01      45.576569 -122.551079
     534.985  5047.967     6.3127E-01      45.584362 -122.551529
     533.988  5045.999     7.5243E-01      45.566700 -122.564445
     533.983  5046.972     6.3122E-01      45.575459 -122.564445
     532.998  5045.994     8.6302E-01      45.566704 -122.577133
     532.887  5046.966     6.9868E-01      45.575455 -122.578491
     532.970  5047.992     6.9555E-01      45.584690 -122.577362
     531.991  5046.024     1.2340E+00      45.567020 -122.590034
     531.951  5046.961     7.8102E-01      45.575455 -122.590492
     531.103  5046.921     8.8508E-01      45.575134 -122.601357
     531.062  5048.000     6.6325E-01      45.584846 -122.601814
     529.936  5046.951     1.1348E+00      45.575459 -122.616318
     529.026  5048.927     6.8230E-01      45.593277 -122.627861
     528.875  5047.052     1.4073E+00      45.576408 -122.629906
     527.974  5047.136     1.5334E+00      45.577206 -122.641449
     525.011  5049.988     9.8354E-01      45.602985 -122.679283
     523.050  5049.981     7.9742E-01      45.602989 -122.704430
     522.924  5046.020     8.3170E-01      45.567341 -122.706230
     521.987  5045.981     7.4475E-01      45.567020 -122.718239
     521.139  5045.996     8.4974E-01      45.567184 -122.729103
     519.954  5046.063     9.1870E-01      45.567822 -122.744286
     519.969  5047.053     9.1956E-01      45.576733 -122.744057
     518.982  5046.006     5.1913E-01      45.567333 -122.756744
     519.067  5047.032     5.8461E-01      45.576569 -122.755615
     517.992  5046.004     6.2156E-01      45.567341 -122.769432
     517.989  5047.064     4.7652E-01      45.576885 -122.769432
     515.995  5046.016     4.6139E-01      45.567501 -122.795021
     513.998  5046.011     4.7981E-01      45.567501 -122.820618
     511.983  5046.007     6.8931E-01      45.567497 -122.846436
     510.004  5046.003     6.0713E-01      45.567493 -122.871796
     507.989  5046.036     4.2460E-01      45.567818 -122.897621
     505.991  5045.981     3.8787E-01      45.567341 -122.923225
     503.977  5046.014     4.1749E-01      45.567657 -122.949036
     501.997  5045.978     3.9232E-01      45.567337 -122.974411
     499.982  5046.013     2.9341E-01      45.567657 -123.000229
     497.967  5045.996     2.2120E-01      45.567501 -123.026054
     495.970  5046.014     1.8481E-01      45.567654 -123.051643
     494.026  5046.016     1.9906E-01      45.567657 -123.076553
     491.993  5046.018     1.8141E-01      45.567657 -123.102608
     489.979  5046.021     1.2569E-01      45.567657 -123.128418
     487.981  5046.007     8.2451E-02      45.567497 -123.154022
     485.984  5046.029     6.3094E-02      45.567657 -123.179619
     485.980  5044.013     6.7005E-02      45.549515 -123.179611
     487.995  5044.009     1.6659E-01      45.549515 -123.153793
     489.958  5044.023     1.6482E-01      45.549671 -123.128647
     491.973  5043.985     3.2336E-01      45.549355 -123.102837
     493.989  5044.000     5.1023E-01      45.549511 -123.077003
     495.969  5044.016     2.5949E-01      45.549671 -123.051643
     498.002  5043.998     5.0670E-01      45.549519 -123.025597
     483.969  5046.016     5.0438E-02      45.567501 -123.205437
     483.982  5044.018     4.9402E-02      45.549515 -123.205208
     500.035  5043.944     6.6599E-01      45.549030 -122.999550
     501.980  5044.051     1.0947E+00      45.549992 -122.974632
     504.013  5043.981     2.0398E+00      45.549355 -122.948593
     504.897  5043.999     1.2248E+00      45.549511 -122.937263
     505.976  5044.000     6.7068E-01      45.549511 -122.923439
     507.974  5043.985     6.9082E-01      45.549355 -122.897842
     514.020  5043.978     1.5919E+00      45.549198 -122.820389
     515.983  5043.982     5.8522E-01      45.549191 -122.795242
     517.960  5044.925     3.9236E-01      45.557629 -122.769882
     519.006  5043.991     4.6397E-01      45.549198 -122.756516
     519.003  5044.928     6.1783E-01      45.557632 -122.756516
     519.978  5043.994     6.2503E-01      45.549198 -122.744064
     519.975  5044.949     7.1779E-01      45.557796 -122.744064
     520.986  5043.997     6.1978E-01      45.549194 -122.731148
     521.018  5044.917     6.7048E-01      45.557472 -122.730698
     521.959  5044.001     7.3571E-01      45.549198 -122.718689
     521.990  5045.150     7.5274E-01      45.559540 -122.718239
     522.949  5044.022     8.1756E-01      45.549358 -122.706001
     523.992  5044.008     9.7533E-01      45.549194 -122.692642
     534.936  5044.006     1.3369E+00      45.548714 -122.552444
     535.997  5044.012     1.0701E+00      45.548717 -122.538849
     537.016  5045.062     7.9109E-01      45.558113 -122.525719
     538.007  5044.997     7.3053E-01      45.557476 -122.513023
     539.032  5044.915     7.2442E-01      45.556679 -122.499901
     539.993  5044.019     8.8813E-01      45.548561 -122.487663
     539.987  5044.921     6.7450E-01      45.556679 -122.487663
     541.089  5043.973     5.2643E-01      45.548084 -122.473625
     541.065  5044.945     5.1453E-01      45.556831 -122.473846
     542.009  5043.979     4.3550E-01      45.548080 -122.461838
     541.984  5044.969     4.5608E-01      45.556995 -122.462074
     543.105  5044.022     3.8386E-01      45.548401 -122.447792
     543.062  5045.012     4.1701E-01      45.557316 -122.448257
     543.989  5044.028     3.5304E-01      45.548397 -122.436470
     543.981  5045.071     3.9630E-01      45.557785 -122.436478
     545.103  5043.983     3.1644E-01      45.547924 -122.422203
     544.989  5045.043     3.9692E-01      45.557472 -122.423569
     545.987  5043.989     2.9252E-01      45.547916 -122.410881
     545.979  5045.068     4.2188E-01      45.557629 -122.410881
     546.994  5044.032     2.7285E-01      45.548241 -122.397972
     546.951  5045.057     4.3074E-01      45.557468 -122.398430
     547.985  5044.022     2.5578E-01      45.548080 -122.385284
     547.995  5044.995     3.2493E-01      45.556839 -122.385056
     549.010  5044.012     2.3494E-01      45.547920 -122.372154
     548.985  5045.038     2.8254E-01      45.557156 -122.372368
     549.965  5043.985     2.2090E-01      45.547607 -122.359924
     551.999  5044.001     2.3720E-01      45.547604 -122.333862
     554.014  5044.000     2.1399E-01      45.547443 -122.308052
     555.995  5044.000     1.9440E-01      45.547287 -122.282677
     557.993  5044.018     1.6338E-01      45.547283 -122.257080
     559.991  5043.984     1.2145E-01      45.546806 -122.231491
     559.975  5042.004     8.9932E-02      45.528988 -122.231941
     557.976  5042.002     1.0855E-01      45.529140 -122.257538
     556.030  5042.002     1.2628E-01      45.529301 -122.282455
     553.978  5042.020     1.4548E-01      45.529625 -122.308731
     552.015  5042.021     1.6087E-01      45.529781 -122.333870
     549.981  5042.022     1.8213E-01      45.529942 -122.359917
     548.991  5041.996     1.9609E-01      45.529778 -122.372597
     549.000  5043.022     2.1118E-01      45.539009 -122.372383
     545.984  5041.991     2.4210E-01      45.529938 -122.411102
     543.985  5041.995     2.8908E-01      45.530102 -122.436707
     541.980  5043.007     3.8198E-01      45.539333 -122.462296
     541.007  5042.982     4.3860E-01      45.539165 -122.474754
     522.001  5041.985     1.3226E+00      45.531052 -122.718239
     521.980  5043.028     6.6791E-01      45.540440 -122.718460
     521.134  5042.000     1.0317E+00      45.531216 -122.729340
     521.060  5043.007     1.3577E+00      45.540279 -122.730247
     520.002  5041.996     3.9236E-01      45.531212 -122.743835
     519.999  5042.986     4.0211E-01      45.540123 -122.743835
     519.030  5041.993     4.4323E-01      45.531216 -122.756287
     519.079  5043.107     3.8769E-01      45.541237 -122.755615
     518.004  5041.990     6.2527E-01      45.531216 -122.769424
     517.120  5042.005     6.4254E-01      45.531368 -122.780746
     513.016  5042.013     2.5415E+00      45.531532 -122.833305
     512.008  5041.993     2.2220E+00      45.531372 -122.846214
     509.992  5041.972     1.1666E+00      45.531212 -122.872032
     508.011  5042.005     1.0781E+00      45.531532 -122.897408
     505.995  5042.020     8.2997E-01      45.531689 -122.923225
     504.934  5042.002     8.4169E-01      45.531536 -122.936813
     503.997  5042.001     2.2183E+00      45.531532 -122.948807
     500.000  5043.025     9.9639E-01      45.540760 -123.000000
     497.984  5042.018     7.4996E-01      45.531696 -123.025818
     496.003  5042.001     7.1453E-01      45.531532 -123.051186
     493.987  5041.985     6.3533E-01      45.531372 -123.077003
     491.988  5041.987     8.3895E-01      45.531372 -123.102608
     492.007  5042.924     4.7224E-01      45.539806 -123.102379
     491.051  5042.006     5.1097E-01      45.531532 -123.114609
     491.052  5042.943     4.5039E-01      45.539967 -123.114609
     489.972  5042.008     4.0829E-01      45.531532 -123.128426
     487.991  5042.011     1.1556E-01      45.531532 -123.153801
     485.993  5041.980     6.9033E-02      45.531216 -123.179382
     483.994  5041.985     4.8516E-02      45.531216 -123.204987
     483.989  5040.022     4.8729E-02      45.513546 -123.204987
     486.006  5039.982     7.1548E-02      45.513229 -123.179161
     487.987  5039.995     1.2384E-01      45.513386 -123.153801
     489.987  5039.992     2.8779E-01      45.513390 -123.128197
     489.988  5041.035     1.2729E+00      45.522778 -123.128204
     491.083  5039.990     6.2317E-01      45.513390 -123.114159
     491.103  5040.998     1.9973E+00      45.522461 -123.113922
     491.987  5040.979     1.3082E+00      45.522301 -123.102608
     493.013  5041.031     1.6409E+00      45.522778 -123.089470
     494.003  5040.005     8.0597E-01      45.513550 -123.076775
     493.986  5041.030     9.7434E-01      45.522778 -123.077011
     495.064  5039.986     6.4104E-01      45.513390 -123.063194
     495.029  5041.047     1.1021E+00      45.522938 -123.063652
     496.002  5039.985     5.9779E-01      45.513386 -123.051186
     495.985  5041.028     1.2166E+00      45.522774 -123.051414
     497.045  5039.985     9.0570E-01      45.513390 -123.037834
     496.940  5041.046     1.6663E+00      45.522942 -123.039185
     497.983  5040.002     4.8619E-01      45.513546 -123.025826
     498.001  5041.098     1.7037E+00      45.523415 -123.025597
     498.974  5040.019     1.2152E+00      45.513702 -123.013138
     498.992  5041.080     7.6672E-01      45.523254 -123.012909
     500.000  5039.984     1.3619E+00      45.513390 -123.000000
     501.097  5040.019     1.0039E+00      45.513702 -122.985954
     503.980  5040.003     2.7674E+00      45.513550 -122.949043
     505.060  5040.004     1.7297E+00      45.513550 -122.935219
     505.997  5039.987     1.9929E+00      45.513390 -122.923218
     507.023  5039.988     1.8330E+00      45.513390 -122.910088
     508.014  5040.007     1.7615E+00      45.513550 -122.897400
     507.995  5041.085     1.3042E+00      45.523254 -122.897621
     509.111  5039.991     2.7647E+00      45.513393 -122.883354
     509.976  5041.141     1.7967E+00      45.523731 -122.872253
     513.941  5039.999     2.3958E+00      45.513386 -122.821518
     513.991  5041.308     1.7855E+00      45.525166 -122.820839
     516.025  5041.154     2.7130E+00      45.523735 -122.794800
     517.125  5039.972     1.0731E+00      45.513073 -122.780754
     518.965  5040.013     1.3969E+00      45.513393 -122.757195
     519.032  5041.233     5.4820E-01      45.524372 -122.756287
     519.991  5039.998     1.6241E+00      45.513229 -122.744057
     522.008  5040.023     5.0725E-01      45.513393 -122.718239
     523.122  5040.027     6.4190E-01      45.513390 -122.703972
     512.968  5039.997     2.6473E+00      45.513386 -122.833977
     525.989  5040.002     1.3168E+00      45.513065 -122.667267
     543.991  5041.181     2.7876E-01      45.522778 -122.436699
     548.971  5039.963     1.8041E-01      45.511478 -122.373055
     549.015  5041.166     1.8868E-01      45.522305 -122.372375
     549.997  5039.989     1.6904E-01      45.511639 -122.359917
     549.988  5041.138     1.7609E-01      45.521984 -122.359917
     551.979  5040.005     1.4732E-01      45.511639 -122.334549
     555.977  5040.004     1.1199E-01      45.511322 -122.283363
     557.994  5040.005     9.6268E-02      45.511166 -122.257545
     559.976  5040.005     8.0797E-02      45.510998 -122.232178
     559.960  5037.990     7.7263E-02      45.492867 -122.232628
     555.977  5038.006     1.0658E-01      45.493336 -122.283592
     554.013  5038.006     1.2129E-01      45.493492 -122.308731
     551.995  5038.025     1.3783E-01      45.493816 -122.334549
     549.995  5038.008     1.5684E-01      45.493809 -122.360146
     549.022  5038.001     1.6728E-01      45.493816 -122.372604
     547.969  5039.160     1.8673E-01      45.504322 -122.385963
     543.978  5037.963     2.5251E-01      45.493809 -122.437157
     541.995  5038.020     3.3158E-01      45.494446 -122.462532
     541.988  5039.117     3.2982E-01      45.504322 -122.462524
     526.015  5037.987     1.4908E+00      45.494926 -122.667046
     525.992  5039.118     1.1704E+00      45.505112 -122.667282
     525.006  5038.001     1.4479E+00      45.495090 -122.679955
     519.980  5038.000     8.6508E-01      45.495243 -122.744286
     519.959  5039.008     9.0141E-01      45.504318 -122.744507
     517.095  5038.009     1.5672E+00      45.495399 -122.781204
     514.971  5038.022     2.2094E+00      45.495567 -122.808388
     513.963  5037.984     2.4729E+00      45.495247 -122.821289
     512.848  5037.999     2.9278E+00      45.495403 -122.835564
     511.998  5037.980     2.0136E+00      45.495247 -122.846443
     507.981  5037.991     1.4957E+00      45.495407 -122.897850
     507.008  5038.008     1.0930E+00      45.495567 -122.910309
     505.981  5038.007     1.3827E+00      45.495567 -122.923454
     505.185  5038.006     1.2717E+00      45.495564 -122.933640
     503.999  5038.023     9.8056E-01      45.495728 -122.948814
     503.097  5037.987     1.3569E+00      45.495407 -122.960365
     502.000  5038.022     5.2724E-01      45.495728 -122.974403
     501.999  5039.065     8.1015E-01      45.505116 -122.974411
     500.000  5038.021     5.8940E-01      45.495720 -123.000000
     498.000  5038.004     3.8630E-01      45.495564 -123.025597
     495.983  5037.987     4.4984E-01      45.495399 -123.051414
     494.001  5037.989     2.4592E-01      45.495403 -123.076782
     493.133  5038.025     2.7764E-01      45.495720 -123.087891
     493.117  5039.139     4.9829E-01      45.505749 -123.088112
     491.983  5037.991     3.2980E-01      45.495407 -123.102608
     492.002  5039.105     5.5458E-01      45.505432 -123.102379
     489.983  5038.012     7.7475E-01      45.495567 -123.128204
     487.984  5037.980     8.9413E-02      45.495247 -123.153786
     483.984  5038.007     4.9655E-02      45.495407 -123.204987
     483.997  5035.991     5.0521E-02      45.477264 -123.204750
     485.997  5035.986     6.2570E-02      45.477261 -123.179161
     487.997  5035.982     8.5165E-02      45.477264 -123.153572
     490.016  5035.996     4.8257E-01      45.477421 -123.127739
     491.998  5035.993     1.6439E-01      45.477421 -123.102379
     493.999  5036.009     1.4217E-01      45.477581 -123.076782
     496.017  5035.989     3.5790E-01      45.477417 -123.050957
     499.982  5036.006     3.2857E-01      45.477581 -123.000229
     502.000  5035.989     2.9257E-01      45.477425 -122.974411
     503.983  5035.989     3.6727E-01      45.477417 -122.949036
     506.019  5035.991     5.7225E-01      45.477425 -122.922989
     508.001  5035.993     1.1311E+00      45.477421 -122.897629
     508.018  5037.125     1.4686E+00      45.487610 -122.897392
     518.003  5035.996     1.7139E+00      45.477261 -122.769661
     518.000  5037.146     2.1709E+00      45.487610 -122.769653
     526.873  5035.993     1.5320E+00      45.476948 -122.656174
     535.122  5035.998     1.4872E+00      45.476627 -122.550636
     536.007  5036.003     2.3835E+00      45.476627 -122.539314
     538.008  5036.015     8.9979E-01      45.476631 -122.513710
     538.928  5036.038     6.3528E-01      45.476784 -122.501938
     539.955  5035.992     5.3091E-01      45.476315 -122.488800
     540.947  5035.998     4.2754E-01      45.476311 -122.476112
     540.834  5037.023     4.3876E-01      45.485542 -122.477470
     544.983  5035.972     2.1762E-01      45.475830 -122.424477
     545.992  5035.997     2.0179E-01      45.475986 -122.411568
     545.984  5037.200     2.0460E-01      45.486816 -122.411552
     547.019  5036.005     2.1472E-01      45.475990 -122.398422
     549.037  5036.003     1.8585E-01      45.475830 -122.372612
     549.029  5037.117     1.6390E-01      45.485863 -122.372597
     551.994  5036.027     1.3073E-01      45.475834 -122.334778
     553.992  5035.990     1.1627E-01      45.475353 -122.309219
     556.003  5035.990     1.0353E-01      45.475193 -122.283493
     557.996  5035.973     9.0355E-02      45.474876 -122.257996
     559.972  5036.009     7.5801E-02      45.475029 -122.232712
     559.973  5033.994     7.7799E-02      45.456898 -122.232948
     557.997  5033.975     9.3481E-02      45.456894 -122.258217
     556.020  5034.010     1.0256E-01      45.457367 -122.283501
     553.991  5034.028     1.1311E-01      45.457691 -122.309448
     552.015  5034.011     1.2702E-01      45.457691 -122.334717
     549.986  5034.030     1.5621E-01      45.458004 -122.360664
     547.992  5034.032     2.1886E-01      45.458168 -122.386169
     545.998  5033.982     2.0495E-01      45.457848 -122.411674
     544.022  5034.021     2.3924E-01      45.458328 -122.436943
     541.958  5034.007     1.2586E+00      45.458328 -122.463348
     539.982  5034.011     6.0229E-01      45.458481 -122.488617
     538.006  5033.999     1.1817E+00      45.458485 -122.513893
     535.976  5034.023     1.0718E+00      45.458805 -122.539856
     535.112  5033.982     5.7896E-01      45.458481 -122.550903
     533.983  5034.011     7.5694E-01      45.458801 -122.565346
     529.995  5033.991     1.4272E+00      45.458801 -122.616348
     525.990  5034.009     1.4169E+00      45.459122 -122.667572
     525.986  5034.981     1.0410E+00      45.467873 -122.667572
     525.002  5034.005     1.3033E+00      45.459122 -122.680214
     520.006  5035.136     9.6010E-01      45.469467 -122.744064
     509.988  5034.016     4.4071E-01      45.459599 -122.872246
     509.000  5033.997     6.4314E-01      45.459442 -122.884888
     507.994  5034.031     3.6674E-01      45.459759 -122.897751
     505.983  5034.029     3.4913E-01      45.459759 -122.923477
     503.989  5034.009     2.7641E-01      45.459595 -122.948975
     499.967  5034.026     1.8534E-01      45.459759 -123.000420
     497.991  5034.008     1.4301E-01      45.459595 -123.025696
     495.997  5034.009     1.2438E-01      45.459595 -123.051201
     494.003  5033.993     1.0554E-01      45.459438 -123.076706
     489.981  5033.981     1.5840E-01      45.459282 -123.128151
     487.987  5034.019     9.2621E-02      45.459595 -123.153656
     485.993  5034.006     6.4085E-02      45.459438 -123.179153
     483.982  5034.011     5.0965E-02      45.459442 -123.204880
     484.012  5031.977     5.2608E-02      45.441135 -123.204430
     485.989  5031.990     7.5265E-02      45.441296 -123.179153
     488.001  5031.969     1.1537E-01      45.441143 -123.153427
     489.995  5031.983     1.2130E-01      45.441299 -123.127930
     492.007  5031.998     8.7800E-02      45.441460 -123.102203
     493.984  5032.013     8.9417E-02      45.441616 -123.076920
     495.996  5032.011     1.0264E-01      45.441612 -123.051193
     497.990  5032.010     1.2245E-01      45.441608 -123.025703
     499.984  5031.992     1.4785E-01      45.441452 -123.000206
     501.996  5032.010     1.9105E-01      45.441608 -122.974480
     503.990  5032.011     2.3516E-01      45.441612 -122.948982
     506.002  5031.995     2.5653E-01      45.441456 -122.923256
     507.997  5031.962     2.6098E-01      45.441135 -122.897743
     514.015  5032.008     1.5152E+00      45.441452 -122.820801
     519.998  5032.024     8.6762E-01      45.441452 -122.744293
     523.122  5032.000     1.3361E+00      45.441143 -122.704353
     525.041  5033.103     7.2892E-01      45.451004 -122.679756
     527.040  5032.015     1.8289E+00      45.441135 -122.654259
     527.993  5032.002     2.1872E+00      45.440979 -122.642075
     527.052  5033.200     1.3930E+00      45.451801 -122.654037
     533.988  5033.021     1.0742E+00      45.449886 -122.565346
     535.053  5031.984     1.4551E+00      45.440498 -122.551804
     536.006  5032.007     1.6386E+00      45.440659 -122.539619
     537.982  5031.983     1.0196E+00      45.440338 -122.514351
     539.977  5031.996     4.1533E-01      45.440346 -122.488846
     541.971  5032.009     3.8313E-01      45.440342 -122.463348
     544.001  5032.005     2.2089E-01      45.440182 -122.437393
     545.995  5032.019     1.8295E-01      45.440182 -122.411903
     547.990  5031.999     1.5899E-01      45.439865 -122.386391
     549.984  5031.997     1.3940E-01      45.439709 -122.360901
     552.014  5032.031     1.2328E-01      45.439865 -122.334946
     554.009  5031.994     1.1106E-01      45.439384 -122.309441
     556.003  5032.012     1.0936E-01      45.439388 -122.283943
     557.997  5032.012     1.0603E-01      45.439228 -122.258453
     559.974  5032.013     8.2538E-02      45.439068 -122.233177
     559.994  5029.998     1.1476E-01      45.420929 -122.233170
     557.981  5029.979     1.5459E-01      45.420929 -122.258896
     556.003  5029.979     3.3072E-01      45.421089 -122.284180
     553.990  5029.996     1.3961E-01      45.421402 -122.309906
     551.995  5029.980     1.2104E-01      45.421406 -122.335403
     549.965  5029.998     1.3262E-01      45.421719 -122.361343
     548.005  5030.001     1.4898E-01      45.421883 -122.386398
     545.992  5029.986     1.7332E-01      45.421883 -122.412125
     543.997  5029.989     2.1040E-01      45.422035 -122.437630
     541.985  5029.993     2.7144E-01      45.422199 -122.463341
     539.972  5030.015     4.4370E-01      45.422516 -122.489067
     537.995  5029.985     5.3389E-01      45.422352 -122.514343
     535.982  5029.991     1.0155E+00      45.422516 -122.540070
     535.075  5031.100     5.9232E-01      45.432545 -122.551582
     533.987  5029.998     9.6539E-01      45.422676 -122.565567
     533.999  5031.077     1.1274E+00      45.432388 -122.565338
     532.980  5030.010     1.3162E+00      45.422832 -122.578438
     531.992  5029.987     1.7350E+00      45.422672 -122.591072
     531.091  5029.983     1.3000E+00      45.422676 -122.602585
     529.992  5031.056     2.3298E+00      45.432384 -122.616570
     528.955  5029.990     1.9146E+00      45.422832 -122.629890
     527.066  5030.000     1.2196E+00      45.422997 -122.654037
     527.026  5031.060     1.1641E+00      45.432541 -122.654488
     526.002  5031.074     1.8268E+00      45.432709 -122.667580
     525.018  5029.991     1.0742E+00      45.422993 -122.680214
     525.010  5032.024     7.8328E-01      45.441292 -122.680214
     523.994  5030.005     7.8316E-01      45.423153 -122.693298
     524.008  5031.084     1.2826E+00      45.432865 -122.693069
     522.970  5030.001     1.3410E+00      45.423153 -122.706390
     520.001  5031.105     1.5475E+00      45.433182 -122.744293
     517.971  5031.116     2.6629E+00      45.433338 -122.770248
     513.984  5029.992     1.1183E+00      45.423309 -122.821251
