 1 RANKED  8760   HOUR AVERAGE  CONCENTRATION VALUES AT EACH RECEPTOR  

         DSLPM         1     (ug/m**3)    
         (24 hours/day processed)
     RECEPTOR (x,y) km        1 RANK     NLAT_WGS84  ELON_WGS84
 
     523.567  5041.390     7.5902E+00      45.525646 -122.698212
     523.799  5041.732     7.7425E+00      45.528717 -122.695221
     523.894  5041.321     7.3153E+00      45.525013 -122.694031
     523.764  5042.162     1.2387E+01      45.532589 -122.695648
     524.192  5041.446     1.4111E+01      45.526127 -122.690208
     524.420  5041.876     1.0894E+01      45.529991 -122.687263
     525.094  5041.993     9.4287E+00      45.531021 -122.678627
     525.361  5041.294     8.2545E+00      45.524719 -122.675247
     524.414  5040.759     1.9540E+01      45.519936 -122.687393
     523.890  5040.868     1.0152E+01      45.520939 -122.694099
     525.060  5040.818     1.1926E+01      45.520443 -122.679123
     524.883  5040.404     7.5704E+00      45.516724 -122.681412
     525.587  5040.562     7.1031E+00      45.518124 -122.672386
     524.166  5040.095     3.7468E+00      45.513969 -122.690605
     524.784  5040.146     6.4117E+00      45.514408 -122.682693
     524.716  5039.919     5.3492E+00      45.512363 -122.683571
     524.663  5039.629     5.2408E+00      45.509758 -122.684265
     525.444  5039.252     5.9613E+00      45.506336 -122.674286
     524.224  5039.339     9.4945E+00      45.507160 -122.689903
     524.185  5038.587     1.2318E+01      45.500393 -122.690437
     524.331  5038.031     3.8818E+00      45.495384 -122.688599
     523.299  5038.290     4.7659E+00      45.497753 -122.701790
     522.847  5038.045     2.8908E+00      45.495560 -122.707588
     525.760  5036.934     5.5619E+00      45.485462 -122.670364
     525.486  5035.753     5.2721E+00      45.474838 -122.673927
     525.295  5036.642     4.6794E+00      45.482849 -122.676331
     525.169  5037.203     4.1101E+00      45.487904 -122.677910
     524.880  5037.632     6.1245E+00      45.491772 -122.681587
     524.256  5037.185     4.5386E+00      45.487774 -122.689598
     524.878  5035.698     1.1995E+01      45.474369 -122.681709
     524.239  5035.778     1.6621E+01      45.475109 -122.689880
     523.362  5037.124     3.8093E+00      45.487255 -122.701042
     523.532  5036.493     4.3643E+00      45.481571 -122.698898
     525.055  5034.909     4.3141E+00      45.467258 -122.679489
     524.259  5034.722     8.8802E+00      45.465607 -122.689682
     523.601  5034.139     6.4934E+00      45.460381 -122.698128
     526.118  5033.283     6.0901E+00      45.452587 -122.665977
     525.823  5032.050     4.1668E+00      45.441494 -122.669815
     524.416  5033.719     3.6299E+00      45.456573 -122.687721
     522.060  5032.916     6.8739E+00      45.449421 -122.717888
     521.333  5032.750     5.1766E+00      45.447948 -122.727196
     520.784  5031.686     7.1195E+00      45.438389 -122.734261
     522.061  5031.825     4.9508E+00      45.439602 -122.717926
     523.355  5033.125     6.0740E+00      45.451260 -122.701317
     523.875  5031.790     5.6212E+00      45.439224 -122.694733
     520.893  5034.196     5.4078E+00      45.460976 -122.732758
     520.637  5033.007     4.8565E+00      45.450283 -122.736084
     522.733  5034.272     5.3530E+00      45.461605 -122.709221
     522.003  5034.263     1.1130E+01      45.461548 -122.718559
     521.061  5035.329     6.7092E+00      45.471172 -122.730560
     520.436  5035.588     4.7378E+00      45.473518 -122.738548
     523.736  5035.022     2.1392E+01      45.468323 -122.696358
     523.198  5035.373     1.1046E+01      45.471500 -122.703224
     522.165  5035.341     6.3004E+00      45.471245 -122.716438
     522.584  5035.665     1.3735E+01      45.474148 -122.711060
     520.832  5036.483     7.6067E+00      45.481564 -122.733444
     522.823  5036.226     1.0677E+01      45.479191 -122.707977
     521.989  5036.316     5.9992E+00      45.480026 -122.718643
     520.684  5037.726     4.0911E+00      45.492760 -122.735283
     522.005  5037.960     2.9259E+00      45.494823 -122.718369
     522.045  5037.118     3.2545E+00      45.487244 -122.717896
     521.084  5039.912     5.4601E+00      45.512424 -122.730072
     520.932  5038.785     4.1061E+00      45.502285 -122.732063
     520.095  5041.321     2.6855E+00      45.525131 -122.742676
     518.248  5043.822     2.2693E+00      45.547695 -122.766235
     513.294  5048.157     1.5375E+00      45.586830 -122.829575
     516.018  5056.522     1.2781E+00      45.662064 -122.794380
     510.309  5058.411     7.4592E-01      45.679176 -122.867630
     512.525  5052.651     1.0672E+00      45.627293 -122.839317
     522.225  5052.896     2.6994E+00      45.629253 -122.714874
     526.345  5050.658     5.5431E+00      45.608967 -122.662140
     521.881  5050.968     3.0626E+00      45.611908 -122.719376
     532.114  5047.655     3.4650E+00      45.581692 -122.588356
     531.224  5045.859     1.9875E+01      45.565567 -122.599876
     530.153  5045.930     8.5074E+00      45.566257 -122.613594
     530.964  5045.185     1.1584E+01      45.559517 -122.603249
     530.521  5044.360     7.4032E+00      45.552109 -122.608978
     530.064  5045.148     1.0831E+01      45.559219 -122.614784
     532.444  5045.360     7.0369E+00      45.561020 -122.584274
     531.741  5045.092     7.2673E+00      45.558640 -122.593300
     533.776  5045.204     4.5788E+00      45.559555 -122.567223
     533.128  5045.124     4.7635E+00      45.558865 -122.575531
     534.162  5044.921     3.9084E+00      45.556988 -122.562294
     534.168  5044.008     3.8920E+00      45.548771 -122.562279
     535.197  5044.975     5.5575E+00      45.557423 -122.549026
     535.330  5044.311     4.7446E+00      45.551441 -122.547371
     534.800  5043.313     4.6587E+00      45.542484 -122.554237
     534.817  5042.594     3.7779E+00      45.536015 -122.554070
     535.701  5043.415     4.0019E+00      45.543358 -122.542686
     535.676  5042.666     4.3617E+00      45.536617 -122.543060
     535.826  5041.697     4.9900E+00      45.527885 -122.541214
     534.634  5041.323     4.8063E+00      45.524582 -122.556503
     534.152  5041.900     3.9555E+00      45.529797 -122.562630
     535.055  5041.930     4.3710E+00      45.530025 -122.551064
     534.393  5040.394     6.3666E+00      45.516232 -122.559654
     534.885  5039.481     6.9617E+00      45.507988 -122.553421
     534.227  5039.460     5.0624E+00      45.507832 -122.561844
     535.771  5040.918     6.1425E+00      45.520878 -122.541969
     535.821  5040.314     7.9450E+00      45.515438 -122.541374
     535.740  5039.486     8.9675E+00      45.507988 -122.542473
     535.061  5040.607     8.4574E+00      45.518116 -122.551086
     533.455  5037.911     1.5023E+01      45.493927 -122.571831
     533.469  5038.706     1.0748E+01      45.501083 -122.571594
     534.683  5038.639     6.8444E+00      45.500420 -122.556061
     534.657  5037.834     7.9544E+00      45.493176 -122.556450
     535.737  5038.673     3.3574E+01      45.500671 -122.542572
     535.743  5037.867     1.3899E+01      45.493420 -122.542549
     535.694  5036.712     1.0779E+01      45.483025 -122.543266
     534.959  5036.664     1.4949E+01      45.482632 -122.552673
     532.513  5035.562     1.0582E+01      45.472828 -122.584045
     532.520  5034.763     7.0680E+00      45.465637 -122.584007
     531.766  5035.481     1.7192E+01      45.472134 -122.593605
     530.972  5035.461     9.0119E+00      45.471989 -122.603760
     530.283  5035.490     9.1660E+00      45.472282 -122.612572
     531.825  5034.679     1.0912E+01      45.464916 -122.592903
     531.242  5034.696     1.0415E+01      45.465092 -122.600357
     530.495  5034.650     7.9758E+00      45.464710 -122.609917
     538.615  5035.304     1.5755E+01      45.470196 -122.505997
     536.699  5035.842     1.7612E+01      45.475140 -122.530472
     536.029  5035.021     6.6787E+00      45.467785 -122.539101
     534.576  5035.044     5.3605E+00      45.468067 -122.557686
     533.394  5034.670     4.9608E+00      45.464756 -122.572830
     536.707  5037.898     1.3957E+01      45.493645 -122.530212
     536.678  5037.002     1.3321E+01      45.485584 -122.530655
     536.691  5038.697     2.0553E+01      45.500835 -122.530357
     538.844  5038.672     3.9848E+00      45.500496 -122.502800
     537.760  5038.785     8.3796E+00      45.501575 -122.516670
     538.726  5037.225     4.6037E+00      45.487480 -122.504425
     537.713  5038.097     8.1421E+00      45.495384 -122.517326
     537.277  5040.146     5.8756E+00      45.513851 -122.522751
     536.736  5040.305     7.4068E+00      45.515312 -122.529663
     536.446  5039.654     6.8413E+00      45.509464 -122.533424
     537.827  5040.646     8.4433E+00      45.518322 -122.515671
     538.033  5039.672     4.8063E+00      45.509541 -122.513107
     537.647  5039.604     5.1217E+00      45.508953 -122.518051
     538.851  5041.980     3.1594E+00      45.530273 -122.502449
     538.789  5041.346     3.6030E+00      45.524570 -122.503296
     538.769  5040.937     4.1549E+00      45.520889 -122.503586
     537.436  5041.692     5.5152E+00      45.527756 -122.520592
     536.508  5041.945     4.0741E+00      45.530083 -122.532455
     538.804  5042.884     3.3135E+00      45.538410 -122.502983
     536.649  5042.762     3.0854E+00      45.537430 -122.530594
     537.678  5042.743     2.7782E+00      45.537205 -122.517418
     537.084  5043.369     3.2652E+00      45.542870 -122.524971
     538.780  5043.835     5.6447E+00      45.546970 -122.503212
     537.770  5043.962     7.4347E+00      45.548168 -122.516144
     536.990  5044.207     3.7947E+00      45.550419 -122.526115
     536.999  5043.843     4.0765E+00      45.547138 -122.526024
     536.616  5044.627     4.9341E+00      45.554218 -122.530876
     542.088  5042.287     1.7730E+00      45.532848 -122.460968
     542.173  5041.153     1.6928E+00      45.522633 -122.459984
     541.271  5042.357     1.9789E+00      45.533524 -122.471428
     541.300  5041.142     1.9373E+00      45.522591 -122.471161
     540.079  5042.886     2.5470E+00      45.538361 -122.486649
     540.107  5041.996     2.4213E+00      45.530346 -122.486366
     539.732  5041.145     3.6499E+00      45.522705 -122.491234
     540.491  5041.142     2.3470E+00      45.522636 -122.481522
     538.715  5040.351     6.1348E+00      45.515617 -122.504318
     539.044  5039.835     4.2094E+00      45.510956 -122.500153
     538.707  5039.407     4.1105E+00      45.507122 -122.504501
     540.395  5040.435     2.3659E+00      45.516277 -122.482803
     540.613  5039.623     2.1275E+00      45.508957 -122.480080
     539.595  5040.332     3.1774E+00      45.515396 -122.493057
     539.812  5039.567     2.6409E+00      45.508499 -122.490341
     542.079  5039.944     1.6511E+00      45.511757 -122.461288
     541.267  5039.927     1.8699E+00      45.511654 -122.471687
     541.505  5038.310     1.8208E+00      45.497086 -122.468773
     540.628  5038.100     2.8020E+00      45.495247 -122.480019
     539.776  5038.796     2.6307E+00      45.501560 -122.490868
     539.876  5038.188     3.3966E+00      45.496082 -122.489632
     543.479  5038.068     1.3364E+00      45.494785 -122.443535
     542.563  5037.827     1.5176E+00      45.492676 -122.455276
     542.613  5037.056     1.5204E+00      45.485733 -122.454704
     541.764  5036.853     1.7629E+00      45.483955 -122.465584
     544.974  5038.172     1.1432E+00      45.495628 -122.424393
     545.465  5037.955     1.0865E+00      45.493645 -122.418129
     545.604  5035.464     1.0268E+00      45.471214 -122.416580
     544.515  5037.037     1.1708E+00      45.485443 -122.430367
     543.583  5036.113     1.2977E+00      45.477184 -122.442375
     542.904  5036.135     1.4453E+00      45.477421 -122.451057
     542.237  5036.173     1.6114E+00      45.477806 -122.459587
     541.228  5035.509     2.0962E+00      45.471889 -122.472557
     545.339  5038.790     1.1239E+00      45.501167 -122.419662
     544.760  5039.039     1.1893E+00      45.503448 -122.427048
     543.893  5039.098     1.2904E+00      45.504032 -122.438141
     542.816  5039.066     1.4662E+00      45.503811 -122.451927
     543.976  5042.785     1.5426E+00      45.537212 -122.436745
     543.340  5041.828     1.5211E+00      45.528641 -122.444977
     543.834  5040.313     1.3609E+00      45.514973 -122.438789
     543.007  5040.460     1.4968E+00      45.516346 -122.449364
     540.646  5046.012     2.4964E+00      45.566463 -122.479126
     542.879  5043.301     1.7951E+00      45.541924 -122.450752
     546.526  5042.799     1.2386E+00      45.537170 -122.404091
     545.689  5041.303     1.1914E+00      45.523766 -122.414948
     544.992  5042.839     1.4179E+00      45.537632 -122.423729
     544.967  5042.068     1.3260E+00      45.530693 -122.424126
     547.754  5042.956     1.1530E+00      45.538502 -122.388344
     548.594  5041.574     9.8701E-01      45.526009 -122.377724
     548.171  5042.281     1.0571E+00      45.532398 -122.383072
     547.300  5042.068     1.1031E+00      45.530540 -122.394249
     547.592  5041.433     1.0450E+00      45.524807 -122.390572
     553.053  5036.825     6.2391E-01      45.482941 -122.321144
     549.209  5039.504     8.7234E-01      45.507332 -122.370056
     549.790  5036.451     7.6558E-01      45.479813 -122.362930
     544.737  5040.396     1.2480E+00      45.515663 -122.427223
     544.750  5039.796     1.2179E+00      45.510258 -122.427109
     545.530  5040.021     1.1479E+00      45.512234 -122.417099
     546.442  5040.447     1.0859E+00      45.516006 -122.405388
     546.750  5039.573     1.0320E+00      45.508125 -122.401527
     546.202  5039.667     1.0775E+00      45.509003 -122.408531
     546.316  5038.870     1.0405E+00      45.501823 -122.407150
     546.683  5038.286     9.9193E-01      45.496544 -122.402504
     547.595  5039.777     9.7893E-01      45.509899 -122.390694
     547.151  5039.361     9.9532E-01      45.506184 -122.396416
     547.206  5038.811     9.7199E-01      45.501232 -122.395760
     547.909  5038.073     9.0280E-01      45.494545 -122.386841
     547.304  5036.559     9.3842E-01      45.480957 -122.394722
     546.466  5036.636     9.8141E-01      45.481709 -122.405441
     546.210  5037.747     1.0135E+00      45.491722 -122.408607
     547.878  5037.222     8.9100E-01      45.486885 -122.387314
     548.436  5036.255     9.6858E-01      45.478142 -122.380272
     547.933  5035.250     1.0609E+00      45.469131 -122.386810
     550.740  5043.504     1.0045E+00      45.543224 -122.350044
     554.160  5040.278     6.3896E-01      45.513931 -122.306595
     559.068  5042.909     5.5390E-01      45.537212 -122.243446
     558.694  5037.969     4.3201E-01      45.492783 -122.248833
     517.427  5041.602     1.0213E+01      45.527737 -122.776833
     517.706  5040.233     8.5844E+00      45.515404 -122.773308
     518.370  5038.736     1.1215E+01      45.501911 -122.764862
     517.124  5038.532     1.4596E+01      45.500111 -122.780815
     516.283  5039.111     8.1417E+00      45.505341 -122.791565
     519.496  5038.345     1.0505E+01      45.498367 -122.750465
     519.544  5037.435     4.8706E+00      45.490173 -122.749886
     518.578  5037.245     6.5816E+00      45.488487 -122.762253
     518.365  5037.799     5.1341E+00      45.493477 -122.764961
     518.995  5036.769     7.9843E+00      45.484192 -122.756935
     517.293  5036.239     1.5577E+01      45.479462 -122.778732
     519.228  5035.836     6.4421E+00      45.475788 -122.753990
     517.018  5034.512     1.1481E+01      45.463928 -122.782310
     518.701  5034.726     1.2763E+01      45.465813 -122.760780
     517.647  5034.275     8.1668E+00      45.461777 -122.774277
     518.154  5034.176     1.2595E+01      45.460873 -122.767792
     519.667  5034.030     6.5301E+00      45.459518 -122.748451
     518.356  5033.554     1.2478E+01      45.455273 -122.765236
     519.239  5034.244     1.0052E+01      45.461460 -122.753914
     519.206  5032.358     1.1898E+01      45.444481 -122.754410
     518.805  5033.063     8.0724E+00      45.450840 -122.759514
     519.279  5031.152     9.9438E+00      45.433624 -122.753525
     519.294  5030.045     1.0556E+01      45.423660 -122.753372
     518.244  5029.783     9.1645E+00      45.421333 -122.766808
     517.929  5029.006     9.0361E+00      45.414345 -122.770859
     517.012  5029.185     1.5647E+01      45.415977 -122.782570
     517.307  5030.049     1.0205E+01      45.423748 -122.778770
     516.607  5028.534     3.9482E+00      45.410130 -122.787773
     516.914  5028.086     9.0477E+00      45.406086 -122.783867
     517.869  5028.239     1.0012E+01      45.407440 -122.771652
     516.312  5027.428     4.5624E+00      45.400181 -122.791580
     517.995  5027.403     7.9944E+00      45.399914 -122.770073
     519.186  5028.487     6.1331E+00      45.409637 -122.754814
     517.564  5032.340     1.2283E+01      45.444363 -122.775406
     514.412  5035.409     1.0315E+01      45.472061 -122.815620
     513.894  5035.582     6.5808E+00      45.473629 -122.822243
     513.885  5034.984     7.3738E+00      45.468243 -122.822372
     514.237  5034.206     1.4307E+01      45.461235 -122.817894
     514.933  5035.240     8.2460E+00      45.470531 -122.808960
     514.458  5032.520     1.1795E+01      45.446056 -122.815117
     514.254  5033.128     1.1031E+01      45.451530 -122.817711
     514.620  5033.729     6.9199E+00      45.456932 -122.813011
     516.239  5034.475     8.3910E+00      45.463615 -122.792282
     515.797  5035.016     1.3917E+01      45.468494 -122.797913
     516.196  5035.518     1.2925E+01      45.473003 -122.792793
     515.436  5035.559     9.2694E+00      45.473389 -122.802513
     515.322  5034.270     1.0282E+01      45.461788 -122.804016
     516.113  5033.337     9.7734E+00      45.453373 -122.793930
     515.435  5033.622     1.1859E+01      45.455956 -122.802589
     515.605  5032.601     1.4911E+01      45.446758 -122.800446
     515.790  5036.234     1.1264E+01      45.479454 -122.797966
     515.436  5036.547     1.0349E+01      45.482281 -122.802483
     515.103  5036.884     1.2728E+01      45.485321 -122.806732
     514.301  5036.549     8.4883E+00      45.482323 -122.817009
     516.438  5037.413     8.5786E+00      45.490055 -122.789635
     515.955  5038.064     7.9375E+00      45.495926 -122.795792
     513.636  5038.341     1.1493E+01      45.498466 -122.825470
     514.802  5040.483     1.0121E+01      45.517723 -122.810478
     513.800  5040.623     1.1455E+01      45.519005 -122.823303
     514.517  5039.896     9.8892E+00      45.512447 -122.814148
     515.581  5039.846     8.0718E+00      45.511974 -122.800522
     515.358  5039.105     9.5038E+00      45.505306 -122.803406
     514.249  5038.936     1.2036E+01      45.503811 -122.817604
     514.644  5039.243     1.0135E+01      45.506565 -122.812538
     509.120  5044.567     7.5980E+00      45.554581 -122.883156
     510.088  5044.164     9.9132E+00      45.550941 -122.870758
     509.739  5043.658     6.2312E+00      45.546394 -122.875244
     508.595  5045.133     3.2692E+00      45.559681 -122.889870
     512.704  5042.720     1.2784E+01      45.537903 -122.837280
     513.287  5042.434     8.2551E+00      45.535316 -122.829826
     514.212  5042.498     8.4109E+00      45.535873 -122.817978
     514.472  5041.898     1.2631E+01      45.530468 -122.814659
     514.777  5040.957     7.0447E+00      45.521992 -122.810783
     514.822  5041.327     1.0260E+01      45.525322 -122.810196
     516.191  5042.349     9.6789E+00      45.534489 -122.792633
     515.586  5043.168     4.5188E+00      45.541874 -122.800354
     515.324  5041.542     1.2004E+01      45.527245 -122.803764
     509.369  5048.274     1.5958E+00      45.587944 -122.879890
     510.856  5046.328     2.8338E+00      45.570408 -122.860870
     514.060  5044.711     3.8212E+00      45.555794 -122.819855
     512.338  5044.643     8.2741E+00      45.555218 -122.841919
     510.782  5044.033     1.3694E+01      45.549751 -122.861870
     510.774  5043.184     1.4201E+01      45.542110 -122.861992
     511.493  5043.507     1.9190E+01      45.545002 -122.852776
     511.733  5043.915     1.3785E+01      45.548676 -122.849693
     511.941  5042.841     1.3244E+01      45.539001 -122.847054
     509.191  5039.290     1.3177E+01      45.507084 -122.882339
     508.699  5039.476     1.0113E+01      45.508762 -122.888641
     508.548  5038.301     6.7842E+00      45.498184 -122.890594
     508.017  5039.328     1.6293E+01      45.507439 -122.897369
     509.740  5039.005     1.1632E+01      45.504509 -122.875320
     509.883  5038.190     9.8532E+00      45.497169 -122.873505
     510.004  5039.682     1.0111E+01      45.510601 -122.871925
     509.089  5043.062     5.8777E+00      45.541035 -122.883575
     508.932  5041.286     8.1811E+00      45.525051 -122.885620
     511.034  5041.515     1.4094E+01      45.527084 -122.858704
     510.743  5042.334     7.4779E+00      45.534458 -122.862411
     510.657  5040.414     8.9373E+00      45.517178 -122.863548
     510.925  5040.751     8.7801E+00      45.520206 -122.860115
     511.917  5041.528     1.1086E+01      45.527184 -122.847389
     511.862  5040.290     1.0131E+01      45.516045 -122.848129
     512.966  5040.993     1.1545E+01      45.522350 -122.833969
     510.997  5039.544     1.3132E+01      45.509342 -122.859215
     510.906  5038.821     1.2881E+01      45.502834 -122.860397
     511.333  5038.032     1.0833E+01      45.495728 -122.854950
     510.781  5038.146     1.3574E+01      45.496761 -122.862015
     512.213  5038.857     1.0187E+01      45.503136 -122.843666
     509.896  5037.487     1.3472E+01      45.490841 -122.873352
     509.845  5036.904     1.5152E+01      45.485596 -122.874016
     508.881  5037.646     8.0494E+00      45.492287 -122.886337
     508.865  5037.015     8.7372E+00      45.486610 -122.886559
     508.788  5036.385     7.7768E+00      45.480938 -122.887550
     509.783  5036.402     1.2343E+01      45.481075 -122.874825
     510.082  5035.845     7.1217E+00      45.476063 -122.871010
     509.558  5035.666     5.3167E+00      45.474457 -122.877716
     508.813  5035.202     3.3685E+00      45.470291 -122.887253
     508.763  5035.704     3.6444E+00      45.474812 -122.887886
     511.243  5037.096     6.9744E+00      45.487305 -122.856125
     510.801  5037.204     8.9478E+00      45.488285 -122.861778
     510.726  5036.336     7.4565E+00      45.480469 -122.862755
     512.845  5037.098     8.8314E+00      45.487293 -122.835625
     512.181  5037.088     1.2826E+01      45.487213 -122.844124
     511.679  5037.064     1.0664E+01      45.487007 -122.850548
     510.053  5032.071     1.3771E+00      45.442089 -122.871452
     509.578  5034.603     7.7931E+00      45.464890 -122.877480
     511.301  5035.953     7.3980E+00      45.477016 -122.855408
     511.282  5035.211     5.8565E+00      45.470333 -122.855667
     510.678  5035.392     8.0735E+00      45.471973 -122.863396
     510.821  5034.051     2.4294E+00      45.459900 -122.861595
     512.458  5036.484     9.7485E+00      45.481773 -122.840591
     512.344  5036.045     1.0876E+01      45.477825 -122.842064
     512.207  5035.223     1.3475E+01      45.470428 -122.843834
     513.199  5036.368     7.1886E+00      45.480717 -122.831116
     513.367  5035.794     7.3048E+00      45.475544 -122.828979
     513.183  5035.141     5.7903E+00      45.469673 -122.831352
     513.246  5033.675     1.4110E+01      45.456474 -122.830589
     512.047  5034.431     7.7510E+00      45.463303 -122.845901
     512.123  5033.552     9.3512E+00      45.455387 -122.844948
     513.195  5030.978     3.4420E+00      45.432201 -122.831306
     513.186  5032.062     4.3124E+00      45.441959 -122.831398
     511.952  5031.646     2.7861E+00      45.438236 -122.847183
     516.344  5032.119     9.0514E+00      45.442406 -122.791016
     515.046  5031.339     6.0482E+00      45.435410 -122.807632
     516.263  5031.269     8.0114E+00      45.434753 -122.792076
     517.182  5030.910     8.3289E+00      45.431503 -122.780342
     515.979  5030.180     7.3958E+00      45.424961 -122.795746
     516.578  5030.056     8.7261E+00      45.423832 -122.788094
     514.120  5031.024     4.5585E+00      45.432594 -122.819481
     513.068  5029.793     3.3812E+00      45.421535 -122.832962
     515.209  5029.574     6.5123E+00      45.419525 -122.805603
     512.255  5027.756     2.1218E+00      45.403214 -122.843407
     515.381  5027.745     6.2254E+00      45.403057 -122.803467
     514.345  5028.437     4.7541E+00      45.409306 -122.816681
     514.901  5025.985     5.8998E+00      45.387222 -122.809654
     517.805  5026.515     7.2990E+00      45.391926 -122.772537
     516.799  5025.009     3.6142E+00      45.378391 -122.785439
     517.915  5024.578     5.7820E+00      45.374489 -122.771202
     519.427  5025.890     6.4517E+00      45.386257 -122.751839
     519.648  5025.311     6.1883E+00      45.381039 -122.749039
     513.186  5024.101     2.1363E+00      45.370300 -122.831612
     510.689  5020.214     8.4338E-01      45.335350 -122.863579
     513.620  5022.456     1.9963E+00      45.355484 -122.826111
     515.618  5023.087     2.0482E+00      45.361122 -122.800583
     518.226  5023.876     7.9457E+00      45.368160 -122.767258
     518.911  5023.086     4.7057E+00      45.361031 -122.758537
     517.651  5021.283     6.4124E+00      45.344837 -122.774689
     510.311  5025.219     1.1366E+00      45.380413 -122.868301
     506.117  5026.486     8.3785E-01      45.391861 -122.921852
     506.401  5022.441     6.2573E-01      45.355450 -122.918274
     501.896  5025.946     5.9226E-01      45.387024 -122.975777
     506.737  5032.739     1.4235E+00      45.448143 -122.913849
     502.838  5040.532     8.4433E+00      45.518318 -122.963661
     503.276  5040.872     9.9578E+00      45.521374 -122.958054
     502.570  5040.356     1.1510E+01      45.516731 -122.967094
     502.217  5040.228     1.0263E+01      45.515583 -122.971611
     502.760  5039.754     9.8556E+00      45.511314 -122.964668
     503.543  5039.439     1.3145E+01      45.508472 -122.954643
     504.868  5040.765     6.5055E+00      45.520405 -122.937668
     503.992  5041.083     8.2618E+00      45.523270 -122.948883
     503.643  5040.342     1.4860E+01      45.516602 -122.953354
     504.430  5040.284     1.2159E+01      45.516075 -122.943283
     504.499  5039.518     8.6917E+00      45.509182 -122.942406
     505.843  5040.742     5.5536E+00      45.520187 -122.925186
     507.140  5040.798     5.8899E+00      45.520679 -122.908577
     504.811  5038.919     6.7118E+00      45.503784 -122.938416
     505.704  5039.077     8.8624E+00      45.505203 -122.926987
     506.520  5038.530     5.8067E+00      45.500271 -122.916542
     506.886  5039.265     5.9794E+00      45.506886 -122.911850
     501.739  5040.392     1.0926E+01      45.517059 -122.977737
     500.218  5040.496     5.5113E+00      45.517998 -122.997208
     501.353  5038.891     3.4879E+00      45.503551 -122.982681
     503.360  5038.627     8.4928E+00      45.501167 -122.956993
     502.863  5037.295     2.4483E+00      45.489178 -122.963364
     502.653  5045.481     2.4297E+00      45.562862 -122.966003
     500.901  5043.366     4.7743E+00      45.543831 -122.988457
     501.122  5042.201     5.7648E+00      45.533344 -122.985626
     502.057  5041.337     7.4146E+00      45.525562 -122.973656
     501.530  5041.234     1.7908E+01      45.524639 -122.980408
     500.954  5041.210     1.0974E+01      45.524422 -122.987785
     500.085  5041.182     5.1710E+00      45.524174 -122.998909
     500.155  5042.116     4.1619E+00      45.532581 -122.998016
     502.427  5043.359     7.8962E+00      45.543762 -122.968910
     502.422  5042.668     8.6636E+00      45.537544 -122.968979
     504.581  5042.905     5.6419E+00      45.539665 -122.941322
     506.799  5043.561     2.5875E+00      45.545551 -122.912903
     502.235  5042.312     1.0452E+01      45.534340 -122.971375
     503.074  5042.238     1.0725E+01      45.533669 -122.960632
     501.997  5041.852     1.0819E+01      45.530201 -122.974426
     502.545  5041.289     1.1320E+01      45.525131 -122.967407
     503.158  5041.447     1.5020E+01      45.526550 -122.959557
     504.239  5048.085     1.1860E+00      45.586292 -122.945656
     502.398  5053.806     5.8734E-01      45.637798 -122.969231
     498.036  5063.018     2.5496E-01      45.720715 -123.025238
     496.188  5047.998     7.5325E-01      45.585514 -123.048866
     495.520  5044.700     1.1469E+00      45.555824 -123.057396
     495.264  5042.522     2.0707E+00      45.536217 -123.060661
     497.435  5041.530     4.0080E+00      45.527298 -123.032845
     494.468  5039.344     2.6824E+00      45.507610 -123.070816
     497.864  5039.383     2.3650E+00      45.507973 -123.027344
     497.328  5035.652     9.4661E-01      45.474388 -123.034187
     491.493  5033.700     5.3050E-01      45.456776 -123.108803
     496.323  5029.709     4.5408E-01      45.420891 -123.046997
     502.432  5034.426     1.2131E+00      45.463356 -122.968887
     492.559  5040.366     4.1176E+00      45.516788 -123.095268
     491.700  5039.916     8.8113E+00      45.512730 -123.106262
     491.054  5038.617     2.5283E+00      45.501030 -123.114510
     492.937  5042.242     2.9430E+00      45.533680 -123.090454
     488.967  5042.231     7.9737E-01      45.533527 -123.141304
     487.667  5047.638     4.1979E-01      45.582176 -123.158089
     493.458  5055.491     3.3593E-01      45.652939 -123.083961
     487.896  5053.247     2.9100E-01      45.632664 -123.155289
     486.469  5038.062     3.3638E-01      45.495956 -123.173180
     485.112  5033.781     2.8965E-01      45.457394 -123.190414
     500.941  5018.142     1.3910E+00      45.316784 -122.987991
     502.683  5018.436     3.5936E+00      45.319424 -122.965767
     504.792  5017.814     1.2986E+00      45.313816 -122.938866
     506.954  5016.106     5.8398E-01      45.298420 -122.911308
     503.608  5017.714     8.3297E+00      45.312920 -122.953972
     503.428  5016.897     1.0368E+01      45.305569 -122.956276
     501.463  5016.576     3.1466E+00      45.302689 -122.981339
     502.297  5016.575     3.8396E+00      45.302677 -122.970703
     502.340  5015.578     2.9599E+00      45.293701 -122.970154
     502.131  5015.015     2.6196E+00      45.288635 -122.972824
     503.559  5015.819     3.0740E+00      45.295864 -122.954613
     496.646  5023.344     3.6340E-01      45.363602 -123.042824
     497.119  5017.372     4.1848E-01      45.309849 -123.036751
     499.769  5014.000     1.8710E+00      45.279499 -123.002945
     494.627  5013.170     2.6186E-01      45.272007 -123.068497
     491.584  5011.249     1.3086E+00      45.254684 -123.107254
     483.545  5031.116     2.4610E-01      45.433376 -123.210373
     488.360  5023.895     2.6307E-01      45.368473 -123.148643
     487.965  5014.080     2.7370E-01      45.280117 -123.153450
